PROJ_NO,BLK_NO,LTH,BTH,HGT,NET_WGT,WKA_CD,DTL_ARNO_CD,MODI_WKA_DESC,WK_NM,IA_NOW_P_STG,NOW_CODE_DESC,IA_NOW_STDT,IA_NOW_FNDT,IM_NOW_FNDT,IA_NOW_SCTN_CD,IA_NOW_WKA_NM,IA_NOW_WK_CENT,IA_NOW_WK_CENT_DSC,IA_AF_BLK_NO,IA_AF_P_STG,AF_CODE_DESC,IA_AF_STDT,IA_AF_FNDT,IM_AF_STDT,IA_AF_SCTN_CD,IA_AF_WKA_NM,IA_AF_WK_CENT,IA_AF_WK_CENT_DSC,LOGI_UPLOAD_DT,LOGI_CHK_DT,LOGI_CHK_DESC,TRNS_FNDT,EXP_PRE_OUTFIT_STDT,IA_AF_STDT_HIS,PRE_OUTFIT_NOTE,TB_NM,IN_OUT_AREA,ACCUM_YN,LEN_PROJ_NO,LEN_BLK_NO,LOG_TIME,GO_OUT_CHK,CHECK_CUR_JOB,CHECK_NEXT_JOB,LOGI_BUFFER_TIME,YARD_IN_DT,CHECK_SIZE,CHECK_DAY_NIGHT,NOW_WORK,CHECK_WORK,CHECK_IN,CHECK_OUTFITTING,RANK
SN2464,E31PP,30.200,17.700,5.500,0.000,2B7,04,2B7-04,선행도장이동,OT,계장 TUBING,20240528,20240528,20240524,생산2,,,,E31PP,TQ,도장 족장해체(PNT DESTAGING),20240529,20240529,20240524,생산2,,,,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,3,0,20240528,1,0,STOCK,1,1,1,317
SN2464,D390P,16.000,20.200,6.600,72.000,GC02,01,GC02-01,부수이동,R,TURN OVER,20240528,20240528,20240514,생산1,,,,D390P,TP,도장 족장설치(PNT STAGING),20240529,20240531,20240514,생산1,,,,20240528,20240523,선행의장,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,3,0,20240528,1,0,STOCK,1,1,1,318
SN2464,A220S,17.900,10.800,3.800,38.000,HB,06,HB-06,부수이동,P,도장(Paint),20240520,20240528,20240530,생산1,H,1G57300,선행도장부선행도장2과,A220S,TQ,도장 족장해체(PNT DESTAGING),20240529,20240529,20240517,생산1,H,1G57300,선행도장부선행도장2과,,,,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,0,20240528,1,0,STOCK,1,1,1,319
SN2463,S190P,19.700,15.800,6.700,51.000,68,01,68-01,사외IN,TQ,도장 족장해체(PNT DESTAGING),20240514,20240514,20240516,생산3,FPS,1G43200,족장부족장2과,S190P,OU,올리기(BLOCK LIFT UP),20240607,20240607,20240516,생산3,FPS,1G43200,족장부족장2과,,,,20240528.0,20240528,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,0,20240528,1,0,STOCK,1,1,1,320
SN2458,F620S,7.100,17.800,2.700,21.000,3P,01,3P-01,선행도장IN,B,소지(BLASTING),20240528,20240528,20240528,생산2,3P1,1G57100,선행도장부선행도장1과,F620S,P,도장(Paint),20240529,20240612,20240528,생산2,3P1,1G57100,선행도장부선행도장1과,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,3,0,20240528,1,0,STOCK,1,1,1,321
SN2458,F320C,15.300,7.900,5.200,5.000,HA,04,HA-04,부수이동,P,도장(Paint),20240521,20240528,20240530,생산1,H,1G57300,선행도장부선행도장2과,F320C,TQ,도장 족장해체(PNT DESTAGING),20240529,20240529,20240517,생산1,H,1G57300,선행도장부선행도장2과,,,,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,0,20240528,1,0,STOCK,1,1,1,322
SN2457,E720P,15.700,21.700,8.400,106.000,PB03,02,PB03-02,선행도장IN,TP,도장 족장설치(PNT STAGING),20240527,20240528,20240528,생산1,GB0,1J97200,전략생산팀(지원)족장과(삭제예정),E720P,P,도장(Paint),20240529,20240612,20240527,생산1,GB0,1J97200,전략생산팀(지원)족장과(삭제예정),,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,0,20240528,1,0,STOCK,1,1,1,323
SN2457,E710P,12.400,21.700,6.600,84.000,3R51,10,3R51-10,부수이동,O,선행의장(OUTFITTING),20240520,20240524,20240524,생산2,3I,1G58500,선행의장부선행의장2과,E710P,TP,도장 족장설치(PNT STAGING),20240529,20240529,20240509,생산2,3I,1G58500,선행의장부선행의장2과,20240527,20240527,선행의장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,0,20240528,1,0,STOCK,1,1,1,324
SN2457,E670C,10.400,20.200,5.200,64.000,3I,20,3I-20,사외IN,O,선행의장(OUTFITTING),20240517,20240528,20240523,생산2,3I,1G58500,선행의장부선행의장2과,E670C,TP,도장 족장설치(PNT STAGING),20240529,20240529,20240514,생산2,3I,1G58500,선행의장부선행의장2과,20240528,20240528,선행의장,20240518.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,0,20240528,1,0,STOCK,1,1,1,325
SN2457,E660C,17.300,16.700,1.900,55.000,3R43,11,3R43-11,선행의장OUT,O,선행의장(OUTFITTING),20240514,20240528,20240528,생산2,3I,1G58500,선행의장부선행의장2과,E660C,TP,도장 족장설치(PNT STAGING),20240529,20240529,20240514,생산2,3I,1G58500,선행의장부선행의장2과,20240527,20240527,선행의장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,0,20240528,1,0,STOCK,1,1,1,326
SN2456,E710P,12.400,21.700,6.600,84.000,KA,05,KA-05,부수이동,OT,계장 TUBING,20240528,20240528,20240531,생산2,,,,E710P,TQ,도장 족장해체(PNT DESTAGING),20240529,20240529,20240531,생산2,,,,20240524,20240524,도장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,0,3,0,20240528,1,0,STOCK,1,1,1,327
SN2456,E11VC,48.300,51.000,33.600,0.000,2P2,21,2P2-21,부수이동,TH,PE 족장해체(PE DESTAGING),20240524,20240524,20240524,생산3,F7Q,1G43200,족장부족장2과,E11VC,E,탑재(ERECTION),20240531,20240531,20240524,생산3,F7Q,1G43200,족장부족장2과,,,,20240410.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,3,20240531,0,0,STOCK,1,1,1,328
SN2615,E51UC,30.200,43.000,14.200,0.000,8QC,14,8QC-14,부수이동,TH,PE 족장해체(PE DESTAGING),20240523,20240523,20240523,생산2,8Q,1G43100,족장부족장1과,E51UC,E,탑재(ERECTION),20240530,20240530,20240523,생산2,8Q,1G43100,족장부족장1과,,,,20240423.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,2,20240530,0,0,STOCK,1,1,1,329
SN2616,S14GS,9.200,21.800,3.100,0.000,OBI,01,OBI-01,부수이동,OD,"도장 후 의장(32,42)",20240517,20240520,20240517,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,S14GS,E,탑재(ERECTION),20240613,20240613,20240516,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,,,,20240520.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,16,20240613,1,0,STOCK,1,0,1,330
SN2616,S14GP,9.200,21.800,3.100,0.000,HSG2,01,HSG2-01,부수이동,OD,"도장 후 의장(32,42)",20240516,20240517,20240517,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,S14GP,E,탑재(ERECTION),20240613,20240613,20240516,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,,,,20240521.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,16,20240613,1,0,STOCK,1,0,1,331
SN2463,S390S,19.700,10.100,5.900,48.000,OBI,01,OBI-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240521,20240521,20240521,생산2,3K,1G43200,족장부족장2과,S390S,OU,올리기(BLOCK LIFT UP),20240613,20240613,20240521,생산2,3K,1G43200,족장부족장2과,,,,20240522.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,16,20240613,1,0,STOCK,1,0,1,332
SN2463,S390P,19.700,10.100,5.900,48.000,DK1,01,DK1-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240514,20240514,20240521,생산2,3K,1G43200,족장부족장2과,S390P,OU,올리기(BLOCK LIFT UP),20240613,20240613,20240521,생산2,3K,1G43200,족장부족장2과,20240513,20240513,도장,20240521.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,16,20240613,1,0,STOCK,1,0,1,333
SN2654,H110S,15.700,10.200,4.000,33.000,HZ06,01,HZ06-01,부수이동,TO,SHOP OUT(검사/OUT),20240522,20240522,20240527,생산1,,,,H110S,OU,올리기(BLOCK LIFT UP),20240612,20240612,20240527,생산1,,,,,,,20240525.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,15,20240612,1,0,STOCK,1,0,1,334
SN2608,G140S,6.600,15.300,4.300,24.000,HSG2,01,HSG2-01,부수이동,TO,SHOP OUT(검사/OUT),20240524,20240524,20240603,생산2,,,,G140S,OP,내업의장,20240610,20240617,20240603,생산2,,,,,,,20240527.0,20240612,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,0,2,15,20240612,1,0,STOCK,1,0,1,335
SN2608,F530C,8.300,20.400,3.300,24.000,HSG2,01,HSG2-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240523,20240523,20240607,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),F530C,R,TURN OVER,20240612,20240612,20240607,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),20240523,20240523,도장,20240527.0,,,도장 입동,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,15,20240612,1,0,STOCK,1,0,1,336
SN2599,E370C,5.000,19.100,3.700,22.000,HZ06,01,HZ06-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240523,20240523,20240531,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),E370C,R,TURN OVER,20240612,20240612,20240531,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),20240522,20240522,도장,20240525.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,15,20240612,1,0,STOCK,1,0,1,337
SN2464,A310P,17.000,26.200,6.800,92.000,HSG2,01,HSG2-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240527,20240527,20240530,생산2,SKP,SC00008,건화공업(성포),A310P,R,TURN OVER,20240612,20240612,20240530,생산2,SKP,SC00008,건화공업(성포),20240502,20240430,선행의장,20240504.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,15,20240612,1,0,STOCK,1,0,1,338
SN2661,E110S,20.300,13.100,8.800,108.000,HSG2,01,HSG2-01,부수이동,TO,SHOP OUT(검사/OUT),20240523,20240523,20240530,생산2,,,,E110S,O,선행의장(OUTFITTING),20240611,20240618,20240530,생산2,,,,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,0,2,14,20240611,1,0,STOCK,1,0,1,339
SN2599,E380C,3.300,19.100,1.300,8.000,HZ05,26,HZ05-26,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240520,20240520,20240530,생산2,3K,1G43200,족장부족장2과,E380C,R,TURN OVER,20240611,20240611,20240530,생산2,3K,1G43200,족장부족장2과,20240502,20240502,선행의장,20240521.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,14,20240611,1,0,STOCK,1,0,1,340
SN2637,M900S,5.700,5.700,3.500,1.000,BNG9,01,BNG9-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240507,20240507,20240507,생산2,3K,1G43200,족장부족장2과,M900S,R,TURN OVER,20240610,20240610,20240507,생산2,3K,1G43200,족장부족장2과,20240429,20240429,도장,20240427.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,13,20240610,1,0,STOCK,1,0,1,341
SN2637,M900P,5.700,5.700,3.500,1.000,BNG9,01,BNG9-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240507,20240507,20240507,생산2,3K,1G43200,족장부족장2과,M900P,OU,올리기(BLOCK LIFT UP),20240610,20240610,20240507,생산2,3K,1G43200,족장부족장2과,20240429,20240429,도장,20240427.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,13,20240610,1,0,STOCK,1,0,1,342
SN2608,D730S,14.800,15.300,6.700,31.000,OBI,01,OBI-01,부수이동,TO,SHOP OUT(검사/OUT),20240521,20240521,20240527,생산2,,,,D730S,OP,내업의장,20240610,20240614,20240527,생산2,,,,,,,20240523.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,0,2,13,20240610,1,0,STOCK,1,0,1,343
SN2661,E41XS,11.400,5.200,4.800,18.000,OBI3,05,OBI3-05,부수이동,MS,선선행중조,20240517,20240523,20240529,생산2,62A,1J46200,조립부조립2과,E41AS,MP,선행중조,20240607,20240614,,,,,,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,10,20240607,1,0,STOCK,1,0,1,344
SN2634,F440C,16.200,16.900,8.100,35.000,OBI,01,OBI-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240524,20240524,20240531,생산2,3K,1G43200,족장부족장2과,F440C,R,TURN OVER,20240607,20240607,20240531,생산2,3K,1G43200,족장부족장2과,20240513,20240513,도장,20240516.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,10,20240607,1,0,STOCK,1,0,1,345
SN2616,E520P,14.600,14.600,7.200,34.000,JCH,01,JCH-01,부수이동,OI,INSULATION,20240520,20240520,20240531,생산1,S1,,,E520P,R,TURN OVER,20240607,20240607,20240529,생산1,S1,,,20240507,20240507,선행의장,20240522.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,10,20240607,1,0,STOCK,1,0,1,346
SN2616,E510S,13.400,12.000,7.100,31.000,OBI,01,OBI-01,부수이동,OI,INSULATION,20240516,20240516,20240531,생산1,S1,,,E510S,R,TURN OVER,20240607,20240607,20240529,생산1,S1,,,,,,20240520.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,10,20240607,1,0,STOCK,1,0,1,347
SN2616,E510P,13.400,14.900,7.100,38.000,HZ02,14,HZ02-14,부수이동,OI,INSULATION,20240527,20240527,20240531,생산1,S1,,,E510P,R,TURN OVER,20240607,20240607,20240529,생산1,S1,,,,,,20240525.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,10,20240607,1,0,STOCK,1,0,1,348
SN2599,E260C,17.000,19.000,6.600,64.000,DK1RD,01,DK1RD-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240521,20240521,20240528,생산2,3K,1G43200,족장부족장2과,E260C,R,TURN OVER,20240607,20240607,20240528,생산2,3K,1G43200,족장부족장2과,20240521,20240521,도장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,10,20240607,1,0,STOCK,1,0,1,349
SN2463,W820P,5.400,18.900,2.300,18.000,BNG9,01,BNG9-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240508,20240508,20240509,생산2,3K,1G43200,족장부족장2과,W820P,OU,올리기(BLOCK LIFT UP),20240607,20240607,20240509,생산2,3K,1G43200,족장부족장2과,20240508,20240508,도장,20240509.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,10,20240607,1,0,STOCK,1,0,1,350
SN2463,S190S,19.700,15.800,6.700,52.000,JCH,01,JCH-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240520,20240520,20240516,생산3,FPS,1G43200,족장부족장2과,S190S,OU,올리기(BLOCK LIFT UP),20240607,20240607,20240516,생산3,FPS,1G43200,족장부족장2과,20240425,20240425,선행의장,20240522.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,10,20240607,1,0,STOCK,1,0,1,351
SN2458,F810S,15.100,8.400,3.800,31.000,BNG9,01,BNG9-01,부수이동,TK,YARD OUT,20240524,20240527,20240527,생산2,,,,F810S,R,TURN OVER,20240607,20240607,20240524,생산2,,,,,,,20240523.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,10,20240607,1,0,STOCK,1,0,1,352
SN2458,F810P,15.100,8.400,3.800,31.000,BNG9,01,BNG9-01,부수이동,TK,YARD OUT,20240524,20240527,20240527,생산2,,,,F810P,R,TURN OVER,20240607,20240607,20240524,생산2,,,,,,,20240523.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,10,20240607,1,0,STOCK,1,0,1,353
SN2607,Y900P,8.100,6.600,2.000,21.000,HNC,18,HNC-18,부수이동,TO,SHOP OUT(검사/OUT),20240528,20240528,20240528,생산3,,,,Y900P,TP,도장 족장설치(PNT STAGING),20240607,20240607,20240528,생산3,,,,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사외,작업장,6,5,2024-05-28 17:32:54.050,False,0,3,9,20240606,1,0,STOCK,1,0,1,354
SN2634,F210S,14.700,11.000,4.500,8.000,HZ06,02,HZ06-02,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240522,20240522,20240603,생산2,3K,1G43200,족장부족장2과,F210S,OU,올리기(BLOCK LIFT UP),20240605,20240605,20240603,생산2,3K,1G43200,족장부족장2과,20240522,20240522,도장,20240523.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,8,20240605,1,0,STOCK,1,0,1,355
SN2612,Y710C,0.000,0.000,0.000,6.000,BNG9,02,BNG9-02,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240514,20240514,20240509,생산3,FP5,1G43200,족장부족장2과,Y710C,OU,올리기(BLOCK LIFT UP),20240605,20240605,20240509,생산3,FP5,1G43200,족장부족장2과,,,,20240516.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,8,20240605,1,0,STOCK,1,0,1,356
SN2591,S080S,14.800,11.400,5.600,16.000,HZ05,21,HZ05-21,부수이동,OT,계장 TUBING,20240523,20240523,20240514,생산1,,,,S080S,E,탑재(ERECTION),20240605,20240605,20240514,생산1,,,,20240523,20240523,도장,20240525.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,0,0,8,20240605,1,0,STOCK,1,0,1,357
SN2464,F510S,16.400,21.000,8.000,41.000,HSG2,01,HSG2-01,부수이동,OP,내업의장,20240514,20240517,20240521,생산3,FC4,1L82200,해)선행의장부선행의장3과,F510S,TK,YARD OUT,20240605,20240607,20240517,생산3,FC4,1L82200,해)선행의장부선행의장3과,,,,20240517.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,8,20240605,1,0,STOCK,1,0,1,358
SN2464,F510P,16.400,21.000,8.000,41.000,HSG2,01,HSG2-01,부수이동,OP,내업의장,20240513,20240516,20240520,생산3,FC4,1L82200,해)선행의장부선행의장3과,F510P,TK,YARD OUT,20240605,20240607,20240516,생산3,FC4,1L82200,해)선행의장부선행의장3과,,,,20240517.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,8,20240605,1,0,STOCK,1,0,1,359
SN2463,F73PC,9.700,37.000,6.600,0.000,DK1RD,01,DK1RD-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240507,20240507,20240510,생산2,3K,1G43200,족장부족장2과,F73PC,R,TURN OVER,20240605,20240605,20240510,생산2,3K,1G43200,족장부족장2과,20240507,20240507,도장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,8,20240605,1,0,STOCK,1,0,1,360
SN2463,F72PP,13.400,26.000,9.200,0.000,HSG2,01,HSG2-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240523,20240523,20240509,생산2,3K,1G43200,족장부족장2과,F72PP,R,TURN OVER,20240605,20240605,20240509,생산2,3K,1G43200,족장부족장2과,20240522,20240522,도장,20240528.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,8,20240605,1,0,STOCK,1,0,1,361
SN2638,H152S,21.500,6.400,5.100,53.000,HZ05,06,HZ05-06,부수이동,OP,내업의장,20240521,20240524,20240528,생산2,3J,1G58200,선행의장부선행의장1과,H150S,A,대조립(ASSEMBLY),20240604,20240618,20240617,생산2,3J,1G58200,선행의장부선행의장1과,,,,20240521.0,,,,TB_PRNT_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,7,20240604,1,0,STOCK,1,0,1,362
SN2638,H151S,21.800,7.300,5.200,49.000,HZ05,23,HZ05-23,부수이동,OP,내업의장,20240516,20240521,20240529,생산2,3J,1G58200,선행의장부선행의장1과,H150S,A,대조립(ASSEMBLY),20240604,20240618,20240617,생산2,3J,1G58200,선행의장부선행의장1과,,,,20240517.0,,,,TB_PRNT_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,7,20240604,1,0,STOCK,1,0,1,363
SN2463,S120S,20.000,23.700,3.400,60.000,HNC,09,HNC-09,부수이동,YN,중국블록 후공정 소요,20240528,20240528,20240516,생산2,W,,,S120S,OU,올리기(BLOCK LIFT UP),20240604,20240604,20240516,생산2,W,,,,,,20240525.0,,,,TB_SAME_BLK_NOW_AF,사외,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,7,20240604,1,0,STOCK,1,0,1,364
SN2463,S120P,20.000,23.700,3.400,60.000,HNC,06,HNC-06,부수이동,YN,중국블록 후공정 소요,20240528,20240528,20240516,생산2,W,,,S120P,OU,올리기(BLOCK LIFT UP),20240604,20240604,20240516,생산2,W,,,,,,20240525.0,,,,TB_SAME_BLK_NOW_AF,사외,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,7,20240604,1,0,STOCK,1,0,1,365
SN2609,S121S,21.500,15.400,2.600,91.000,DK1,01,DK1-01,부수이동,OP,내업의장,20240522,20240527,20240527,생산2,3J,1G58200,선행의장부선행의장1과,S120S,A,대조립(ASSEMBLY),20240603,20240611,20240605,생산2,3J,1G58200,선행의장부선행의장1과,20240523,20240523,선행의장,20240527.0,,,O,TB_PRNT_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,6,20240603,1,1,STOCK,1,0,1,366
SN2637,T140S,13.500,13.600,2.800,28.000,OBI,01,OBI-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240516,20240516,20240529,생산2,3K,1G43200,족장부족장2과,T140S,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240529,생산2,3K,1G43200,족장부족장2과,20240429,20240429,조립,20240520.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,STOCK,1,0,1,367
SN2637,T140P,13.500,14.400,2.800,31.000,HZ02,14,HZ02-14,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240517,20240517,20240529,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),T140P,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240529,생산1,H,1J97200,전략생산팀(지원)족장과(삭제예정),20240521,20240521,도장,20240523.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,STOCK,1,0,1,368
SN2634,E23GC,17.600,42.100,11.100,0.000,HNB,07,HNB-07,PE착수,G,PE(PRE-ERECTION),20240430,20240528,20240516,생산2,HN,1H92100,신한내건조부건조1과,E23GC,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240423,생산2,HN,1H92100,신한내건조부건조1과,,,,20240430.0,,,,TB_SAME_BLK_NOW_AF,사외,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,6,20240603,1,0,STOCK,1,0,1,369
SN2612,D390P,15.000,13.000,4.200,24.000,DK1RD,01,DK1RD-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240517,20240517,20240524,생산1,H,1G43200,족장부족장2과,D390P,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240524,생산1,H,1G43200,족장부족장2과,20240521,20240521,도장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,STOCK,1,0,1,370
SN2612,D380P,15.500,13.000,4.200,25.000,DK1,01,DK1-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240514,20240514,20240524,생산1,H,1G43200,족장부족장2과,D380P,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240524,생산1,H,1G43200,족장부족장2과,20240514,20240514,도장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,STOCK,1,0,1,371
SN2612,D370S,19.800,13.000,4.200,32.000,JCH,01,JCH-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240517,20240517,20240527,생산1,H,1G43200,족장부족장2과,D370S,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240527,생산1,H,1G43200,족장부족장2과,20240429,20240424,선행의장,20240522.0,,,T/O 완료,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,STOCK,1,0,1,372
SN2612,D210C,19.600,19.900,2.700,52.000,DK1,01,DK1-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240527,20240527,20240531,생산2,3K,1G43200,족장부족장2과,D210C,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240531,생산2,3K,1G43200,족장부족장2과,20240527,20240527,도장,20240528.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,STOCK,1,0,1,373
SN2608,F540C,14.100,14.700,3.200,50.000,DK1,01,DK1-01,부수이동,TQ,도장 족장해체(PNT DESTAGING),20240517,20240517,20240530,생산2,3K,1G43200,족장부족장2과,F540C,R,TURN OVER,20240603,20240603,20240530,생산2,3K,1G43200,족장부족장2과,,,,20240521.0,,,,TB_SAME_BLK_NOW_AF,사외,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,STOCK,1,0,1,374
